PLAYER,POS,AGE,TEAM,G,GS,MP,FG_per_game,FGA_per_game,FG%,3P_per_game,3PA_per_game,3P%,2P_per_game,2PA_per_game,2P%,EFG%_per_game,FT_per_game,FTA_per_game,FT%,ORB_per_game,DRB_per_game,TRB_per_game,AST_per_game,STL_per_game,BLK_per_game,TOV_per_game,PF_per_game,PTS_per_game,SEASON,FG_per_36min,FGA_per_36min,3P_per_36min,3PA_per_36min,2P_per_36min,2PA_per_36min,FT_per_36min,FTA_per_36min,ORB_per_36min,DRB_per_36min,TRB_per_36min,AST_per_36min,STL_per_36min,BLK_per_36min,TOV_per_36min,PF_per_36min,PTS_per_36min,FG_per_100poss,FGA_per_100poss,3P_per_100poss,3PA_per_100poss,2P_per_100poss,2PA_per_100poss,FT_per_100poss,FTA_per_100poss,ORB_per_100poss,DRB_per_100poss,TRB_per_100poss,AST_per_100poss,STL_per_100poss,BLK_per_100poss,TOV_per_100poss,PF_per_100poss,PTS_per_100poss,ORTG_per_100poss,DRTG_per_100poss,PER_advanced,TS%_advanced,3PAR_advanced,FTR_advanced,ORB%_advanced,DRB%_advanced,TRB%_advanced,AST%_advanced,STL%_advanced,BLK%_advanced,TOV%_advanced,USG%_advanced,OWS_advanced,DWS_advanced,WS_advanced,WS/48_advanced,OBPM_advanced,DBPM_advanced,BPM_advanced,VORP_advanced,W,L,W/L%,GB,PW,PL,PS/G,PA/G,CONF,CONF_RANK
PreciousAchiuwa,PF,21,MIA,21,2,15.7,2.9,4.6,.625,0.0,0.0,0.0,2.9,4.6,.625,.625,1.6,3.0,.540,1.6,3.1,4.7,0.8,0.4,0.6,1.1,2.0,7.3,2021,6.5,10.5,0.0,0.0,6.5,10.5,3.7,6.9,3.7,7.1,10.8,1.7,1.0,1.4,2.5,4.6,16.8,8.8,14.1,0.0,0.0,8.8,14.1,5.0,9.3,5.0,9.6,14.6,2.4,1.3,1.9,3.4,6.2,22.7,114,109,17.4,.622,.000,.656,12.3,21.1,16.9,7.9,1.3,4.0,15.7,19.8,0.5,0.4,0.9,.128,-1.5,0.0,-1.6,0.0,7,14,0.19399999999999998,8.0,12,24,62.1,65.3,EASTERN_CONF,13
BamAdebayo,C,23,MIA,19,19,33.2,7.5,12.8,.584,0.1,0.3,.400,7.4,12.5,.588,.588,4.9,5.7,.853,1.8,7.6,9.4,5.3,0.8,0.9,3.1,2.7,19.9,2021,8.1,13.9,0.1,0.3,8.0,13.6,5.3,6.2,2.0,8.2,10.2,5.8,0.9,1.0,3.4,2.9,21.6,10.9,18.7,0.2,0.4,10.8,18.3,7.2,8.4,2.7,11.1,13.8,7.8,1.2,1.4,4.5,3.9,29.2,121,109,22.8,.651,.021,.449,6.6,24.4,16.0,28.2,1.2,2.9,16.9,24.7,1.7,0.8,2.5,.192,2.7,1.9,4.7,1.1,7,14,0.19399999999999998,8.0,12,24,62.1,65.3,EASTERN_CONF,13
AveryBradley,SG,30,MIA,10,1,21.1,3.1,6.6,.470,1.6,3.8,.421,1.5,2.8,.536,.591,0.7,0.9,.778,0.2,1.6,1.8,1.4,0.7,0.1,0.9,2.6,8.5,2021,5.3,11.3,2.7,6.5,2.6,4.8,1.2,1.5,0.3,2.7,3.1,2.4,1.2,0.2,1.5,4.4,14.5,7.1,15.2,3.7,8.7,3.5,6.4,1.6,2.1,0.5,3.7,4.1,3.2,1.6,0.2,2.1,6.0,19.6,109,114,10.5,.607,.576,.136,1.1,8.1,4.8,10.3,1.6,0.5,11.4,16.6,0.1,0.1,0.3,.063,-2.7,-0.6,-3.2,-0.1,7,14,0.19399999999999998,8.0,12,24,62.1,65.3,EASTERN_CONF,13
JimmyButler,SF,31,MIA,9,9,31.3,6.2,13.8,.452,0.0,1.4,.000,6.2,12.3,.505,.452,6.3,7.3,.864,1.9,4.4,6.3,6.0,2.0,0.4,1.6,0.9,18.8,2021,7.1,15.8,0.0,1.7,7.1,14.2,7.3,8.4,2.2,5.1,7.3,6.9,2.3,0.5,1.8,1.0,21.6,9.6,21.4,0.0,2.2,9.6,19.1,9.8,11.4,2.9,6.9,9.8,9.3,3.1,0.7,2.4,1.4,29.1,120,108,24.3,.552,.105,.532,7.2,15.2,11.4,32.3,3.1,1.5,8.4,26.3,0.8,0.4,1.2,.202,2.6,2.3,4.9,0.5,7,14,0.19399999999999998,8.0,12,24,62.1,65.3,EASTERN_CONF,13
GoranDragi,PG,34,MIA,16,5,26.8,5.3,11.8,.452,1.7,4.8,.355,3.6,7.0,.518,.524,2.4,2.9,.809,0.4,2.6,3.1,5.4,0.6,0.1,3.1,2.7,14.7,2021,7.1,15.8,2.3,6.4,4.9,9.4,3.2,3.9,0.6,3.5,4.1,7.2,0.8,0.2,4.1,3.6,19.7,9.6,21.3,3.1,8.6,6.6,12.7,4.3,5.3,0.8,4.8,5.5,9.7,1.0,0.2,5.5,4.9,26.6,103,115,13.7,.563,.404,.250,1.9,10.5,6.4,33.8,1.0,0.5,19.0,26.7,0.1,0.2,0.3,.036,-0.9,-2.3,-3.3,-0.1,7,14,0.19399999999999998,8.0,12,24,62.1,65.3,EASTERN_CONF,13
MauriceHarkless,SF,27,MIA,9,3,10.7,0.4,1.1,.400,0.4,0.9,.500,0.0,0.2,.000,.600,0.0,0.2,.000,0.0,0.9,0.9,0.6,0.2,0.2,0.2,1.2,1.3,2021,1.5,3.7,1.5,3.0,0.0,0.7,0.0,0.7,0.0,3.0,3.0,1.9,0.7,0.7,0.7,4.1,4.5,2.0,5.1,2.0,4.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,2.5,1.0,1.0,1.0,5.6,6.1,101,115,3.9,.551,.800,.200,0.0,8.9,4.7,6.9,1.0,2.1,15.5,6.0,0.0,0.1,0.1,.029,-3.6,0.7,-2.9,0.0,7,14,0.19399999999999998,8.0,12,24,62.1,65.3,EASTERN_CONF,13
TylerHerro,SG,21,MIA,14,14,34.1,6.5,14.4,.453,1.9,5.7,.325,4.6,8.6,.537,.517,2.4,3.0,.786,0.2,5.9,6.1,3.9,0.4,0.2,2.8,1.6,17.2,2021,6.9,15.2,2.0,6.0,4.9,9.1,2.5,3.2,0.2,6.3,6.5,4.1,0.5,0.2,2.9,1.7,18.2,9.3,20.5,2.6,8.1,6.6,12.3,3.4,4.3,0.3,8.5,8.8,5.5,0.6,0.3,4.0,2.3,24.5,99,114,12.1,.549,.398,.209,0.8,18.6,10.2,18.8,0.6,0.6,15.1,24.1,-0.2,0.3,0.1,.015,-1.6,-1.6,-3.2,-0.1,7,14,0.19399999999999998,8.0,12,24,62.1,65.3,EASTERN_CONF,13
AndreIguodala,SF,37,MIA,19,2,21.1,1.6,4.5,.365,1.2,3.5,.343,0.4,0.9,.444,.500,0.3,0.6,.455,0.5,3.1,3.6,2.7,1.2,0.3,1.2,1.5,4.7,2021,2.8,7.6,2.1,6.0,0.7,1.6,0.4,1.0,0.8,5.3,6.1,4.6,2.0,0.5,2.0,2.5,8.1,3.8,10.3,2.8,8.1,1.0,2.2,0.6,1.3,1.1,7.1,8.2,6.2,2.7,0.7,2.7,3.4,10.9,99,109,9.6,.501,.788,.129,2.7,15.7,9.6,17.8,2.7,1.5,19.7,12.4,-0.1,0.5,0.4,.050,-2.0,2.3,0.3,0.2,7,14,0.19399999999999998,8.0,12,24,62.1,65.3,EASTERN_CONF,13
MeyersLeonard,C,28,MIA,3,2,9.7,1.0,2.3,.429,1.0,2.3,.429,0.0,0.0,,.643,0.3,0.7,.500,0.0,2.3,2.3,0.7,0.0,0.0,0.7,1.7,3.3,2021,3.7,8.7,3.7,8.7,0.0,0.0,1.2,2.5,0.0,8.7,8.7,2.5,0.0,0.0,2.5,6.2,12.4,5.0,11.7,5.0,11.7,0.0,0.0,1.7,3.3,0.0,11.7,11.7,3.3,0.0,0.0,3.3,8.4,16.7,101,113,6.7,.635,1.000,.286,0.0,25.8,13.6,10.0,0.0,0.0,20.2,15.2,0.0,0.0,0.0,.032,-3.5,-0.9,-4.4,0.0,7,14,0.19399999999999998,8.0,12,24,62.1,65.3,EASTERN_CONF,13
KendrickNunn,PG,25,MIA,13,2,25.7,4.8,10.5,.460,1.4,4.5,.310,3.5,6.1,.570,.526,1.0,1.2,.867,0.4,2.6,3.0,2.5,0.9,0.2,1.8,1.5,12.1,2021,6.8,14.8,1.9,6.3,4.9,8.5,1.4,1.6,0.5,3.7,4.2,3.4,1.3,0.3,2.5,2.0,16.9,9.2,19.9,2.6,8.4,6.5,11.5,1.9,2.2,0.7,4.9,5.7,4.7,1.7,0.4,3.3,2.8,22.8,99,113,12.1,.547,.423,.109,1.8,10.9,6.6,15.9,1.7,0.9,13.8,22.2,-0.1,0.3,0.1,.021,-1.8,-0.6,-2.4,0.0,7,14,0.19399999999999998,8.0,12,24,62.1,65.3,EASTERN_CONF,13
KZOkpala,PF,21,MIA,12,5,13.7,1.0,2.6,.387,0.6,1.6,.368,0.4,1.0,.417,.500,0.2,0.5,.333,0.3,1.3,1.7,0.5,0.3,0.2,0.6,1.6,2.8,2021,2.6,6.8,1.5,4.2,1.1,2.6,0.4,1.3,0.9,3.5,4.4,1.3,0.7,0.4,1.5,4.2,7.2,3.6,9.2,2.1,5.6,1.5,3.6,0.6,1.8,1.2,4.7,5.9,1.8,0.9,0.6,2.1,5.6,9.8,89,115,3.7,.490,.613,.194,2.9,10.4,6.9,5.1,0.9,1.3,17.2,11.0,-0.1,0.1,0.0,-0.013,-6.0,-1.3,-7.3,-0.2,7,14,0.19399999999999998,8.0,12,24,62.1,65.3,EASTERN_CONF,13
KellyOlynyk,C,29,MIA,20,15,26.3,3.5,8.5,.412,2.1,6.3,.333,1.4,2.2,.636,.535,0.5,0.7,.769,1.0,4.6,5.6,2.3,0.9,0.8,1.5,2.4,9.6,2021,4.8,11.6,2.9,8.6,1.9,3.0,0.7,0.9,1.4,6.3,7.7,3.1,1.2,1.0,2.1,3.3,13.1,6.5,15.7,3.9,11.6,2.6,4.1,0.9,1.2,1.8,8.5,10.3,4.2,1.6,1.4,2.8,4.4,17.7,102,110,11.7,.546,.741,.076,4.5,18.7,12.0,13.3,1.6,2.9,14.6,17.4,0.0,0.6,0.6,.056,-1.0,0.4,-0.6,0.2,7,14,0.19399999999999998,8.0,12,24,62.1,65.3,EASTERN_CONF,13
DuncanRobinson,SF,26,MIA,21,21,33.6,4.2,9.7,.436,3.4,8.3,.414,0.8,1.4,.567,.613,1.5,1.7,.861,0.0,3.8,3.8,1.7,0.4,0.3,1.6,2.0,13.4,2021,4.5,10.4,3.7,8.9,0.9,1.5,1.6,1.8,0.1,4.0,4.1,1.8,0.5,0.4,1.7,2.1,14.3,6.1,14.0,5.0,12.0,1.2,2.1,2.1,2.5,0.1,5.4,5.5,2.4,0.6,0.5,2.3,2.9,19.3,109,115,10.2,.639,.853,.176,0.2,12.0,6.4,7.4,0.6,1.0,13.1,15.9,0.4,0.4,0.8,.055,-0.3,-1.3,-1.6,0.1,7,14,0.19399999999999998,8.0,12,24,62.1,65.3,EASTERN_CONF,13
ChrisSilva,PF,24,MIA,6,0,8.8,1.0,1.5,.667,0.2,0.2,1.000,0.8,1.3,.625,.722,1.7,2.0,.833,1.2,1.8,3.0,1.0,0.2,0.3,1.3,2.3,3.8,2021,4.1,6.1,0.7,0.7,3.4,5.4,6.8,8.2,4.8,7.5,12.2,4.1,0.7,1.4,5.4,9.5,15.6,5.5,8.2,0.9,0.9,4.6,7.3,9.2,11.0,6.4,10.1,16.5,5.5,0.9,1.8,7.3,12.8,21.1,120,109,16.3,.805,.111,1.333,15.8,22.2,19.2,16.7,0.9,3.9,35.9,18.7,0.1,0.1,0.2,.167,-3.2,1.1,-2.0,0.0,7,14,0.19399999999999998,8.0,12,24,62.1,65.3,EASTERN_CONF,13
MaxStrus,SF,24,MIA,12,0,14.4,2.3,4.7,.482,1.4,3.8,.378,0.8,0.9,.909,.634,0.3,0.4,.600,0.1,1.1,1.2,0.5,0.2,0.0,0.3,1.3,6.2,2021,5.6,11.7,3.5,9.4,2.1,2.3,0.6,1.0,0.2,2.7,2.9,1.2,0.4,0.0,0.6,3.3,15.4,7.6,15.7,4.8,12.6,2.8,3.1,0.8,1.4,0.3,3.6,3.9,1.7,0.6,0.0,0.8,4.5,20.8,117,117,10.8,.636,.804,.089,0.7,8.0,4.6,5.5,0.6,0.0,4.9,15.7,0.2,0.1,0.3,.072,-0.5,-1.8,-2.3,0.0,7,14,0.19399999999999998,8.0,12,24,62.1,65.3,EASTERN_CONF,13
GabeVincent,PG,24,MIA,12,5,20.8,3.0,8.6,.350,1.3,5.2,.242,1.8,3.4,.512,.422,1.3,1.4,.882,0.1,1.5,1.6,2.1,0.5,0.1,1.5,2.3,8.5,2021,5.2,14.8,2.2,8.9,3.0,5.9,2.2,2.4,0.1,2.6,2.7,3.6,0.9,0.1,2.6,3.9,14.7,7.0,20.0,2.9,12.0,4.1,8.0,2.9,3.3,0.2,3.5,3.7,4.9,1.2,0.2,3.5,5.2,19.8,88,116,5.6,.462,.602,.165,0.5,7.7,4.3,15.4,1.2,0.4,14.0,22.9,-0.5,0.1,-0.3,-0.067,-6.0,-2.2,-8.2,-0.4,7,14,0.19399999999999998,8.0,12,24,62.1,65.3,EASTERN_CONF,13
JaylenAdams,PG,24,MIL,2,0,4.5,0.0,2.5,.000,0.0,1.0,.000,0.0,1.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.0,2021,0.0,20.0,0.0,8.0,0.0,12.0,0.0,0.0,0.0,4.0,4.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,26.1,0.0,10.5,0.0,15.7,0.0,0.0,0.0,5.2,5.2,10.5,0.0,0.0,0.0,5.2,0.0,30,117,-15.2,.000,.400,.000,0.0,11.2,5.8,23.6,0.0,0.0,0.0,23.1,-0.1,0.0,-0.1,-0.427,-19.5,-7.7,-27.2,-0.1,13,8,0.361,2.0,27,9,70.6,65.5,EASTERN_CONF,3
GiannisAntetokounmpo,PF,26,MIL,20,20,32.9,10.0,17.6,.565,1.2,4.1,.280,8.8,13.5,.652,.598,6.0,9.9,.604,1.8,9.4,11.2,6.0,1.1,1.1,3.8,3.1,27.0,2021,10.9,19.3,1.3,4.5,9.6,14.8,6.5,10.8,1.9,10.3,12.2,6.5,1.2,1.2,4.2,3.4,29.6,14.3,25.2,1.6,5.9,12.6,19.3,8.5,14.1,2.5,13.5,16.0,8.5,1.6,1.6,5.4,4.4,38.7,117,106,27.2,.615,.233,.560,5.8,29.0,17.7,28.4,1.6,3.0,14.8,32.6,1.9,1.0,2.9,.214,4.5,1.6,6.1,1.3,13,8,0.361,2.0,27,9,70.6,65.5,EASTERN_CONF,3
ThanasisAntetokounmpo,SF,28,MIL,15,0,9.6,1.1,1.7,.654,0.1,0.5,.286,1.0,1.3,.789,.692,0.1,0.2,.667,0.9,1.2,2.1,1.0,0.3,0.2,1.0,1.6,2.5,2021,4.2,6.5,0.5,1.7,3.7,4.7,0.5,0.7,3.2,4.5,7.7,3.7,1.2,0.7,3.7,6.0,9.5,5.6,8.5,0.7,2.3,4.9,6.2,0.7,1.0,4.2,5.9,10.1,4.9,1.6,1.0,4.9,7.8,12.4,110,111,10.5,.695,.269,.115,9.8,12.7,11.2,12.7,1.6,1.9,35.4,12.2,0.1,0.2,0.2,.081,-3.2,0.2,-3.0,0.0,13,8,0.361,2.0,27,9,70.6,65.5,EASTERN_CONF,3
DJAugustin,PG,33,MIL,20,0,16.9,1.8,5.0,.360,1.3,3.2,.406,0.5,1.8,.278,.490,1.0,1.1,.952,0.4,0.9,1.3,2.7,0.5,0.0,0.9,0.4,5.9,2021,3.8,10.7,2.8,6.8,1.1,3.8,2.1,2.2,0.9,1.9,2.8,5.8,1.0,0.0,1.8,0.9,12.6,5.0,13.9,3.6,8.9,1.4,5.0,2.8,2.9,1.1,2.5,3.6,7.5,1.3,0.0,2.4,1.1,16.4,117,115,11.5,.540,.640,.210,2.6,5.4,4.0,19.2,1.3,0.0,13.5,15.5,0.5,0.2,0.6,.092,0.0,-1.7,-1.7,0.0,13,8,0.361,2.0,27,9,70.6,65.5,EASTERN_CONF,3
PatConnaughton,SG,28,MIL,18,0,17.6,2.2,5.0,.444,1.5,3.6,.422,0.7,1.4,.500,.594,0.2,0.2,1.000,1.0,3.1,4.1,1.3,0.6,0.4,0.2,1.3,6.2,2021,4.6,10.3,3.1,7.3,1.5,3.0,0.5,0.5,2.1,6.4,8.4,2.7,1.3,0.8,0.5,2.6,12.6,6.0,13.4,4.0,9.5,1.9,3.9,0.6,0.6,2.7,8.3,11.0,3.6,1.6,1.0,0.6,3.4,16.5,134,110,15.3,.605,.711,.044,6.2,17.9,12.2,9.3,1.6,2.0,4.2,12.6,0.7,0.4,1.1,.168,2.1,0.3,2.4,0.4,13,8,0.361,2.0,27,9,70.6,65.5,EASTERN_CONF,3
TorreyCraig,SF,30,MIL,8,0,10.1,0.8,2.3,.333,0.3,1.0,.250,0.5,1.3,.400,.389,0.0,0.0,,0.8,1.6,2.4,1.0,0.5,0.6,0.5,1.4,1.8,2021,2.7,8.0,0.9,3.6,1.8,4.4,0.0,0.0,2.7,5.8,8.4,3.6,1.8,2.2,1.8,4.9,6.2,3.5,10.5,1.2,4.6,2.3,5.8,0.0,0.0,3.5,7.6,11.0,4.6,2.3,2.9,2.3,6.4,8.1,97,106,9.0,.389,.444,.000,8.0,16.2,12.3,11.4,2.3,5.5,18.2,11.3,0.0,0.1,0.1,.060,-4.2,1.6,-2.6,0.0,13,8,0.361,2.0,27,9,70.6,65.5,EASTERN_CONF,3
DonteDiVincenzo,SG,24,MIL,21,21,25.0,3.6,8.6,.417,1.9,4.8,.396,1.7,3.8,.443,.528,0.5,0.7,.786,1.0,3.0,4.0,2.6,1.2,0.2,1.2,1.2,9.6,2021,5.1,12.3,2.7,6.9,2.4,5.4,0.8,1.0,1.4,4.3,5.7,3.7,1.8,0.3,1.7,1.7,13.8,6.7,16.1,3.6,9.1,3.1,7.1,1.0,1.3,1.8,5.6,7.4,4.8,2.3,0.4,2.2,2.2,18.0,111,111,12.9,.540,.561,.078,4.1,12.1,8.3,12.9,2.3,0.7,11.8,16.7,0.5,0.6,1.0,.094,-0.2,-0.4,-0.7,0.2,13,8,0.361,2.0,27,9,70.6,65.5,EASTERN_CONF,3
BrynForbes,SG,27,MIL,21,0,16.4,3.0,6.7,.457,1.7,3.8,.450,1.3,2.9,.467,.586,0.6,0.8,.706,0.2,0.9,1.1,0.5,0.2,0.0,0.7,1.1,8.4,2021,6.7,14.6,3.8,8.3,2.9,6.3,1.3,1.8,0.4,2.0,2.4,1.1,0.5,0.0,1.6,2.4,18.4,8.7,19.1,4.9,10.9,3.8,8.2,1.6,2.3,0.5,2.6,3.1,1.5,0.7,0.0,2.0,3.1,24.0,110,117,11.0,.597,.571,.121,1.3,5.6,3.5,4.2,0.7,0.0,9.2,19.6,0.3,0.1,0.4,.060,-1.2,-3.0,-4.2,-0.2,13,8,0.361,2.0,27,9,70.6,65.5,EASTERN_CONF,3
JrueHoliday,PG,30,MIL,21,21,33.0,6.4,13.1,.486,1.9,5.0,.377,4.5,8.1,.553,.558,1.5,1.9,.821,1.2,3.7,5.0,5.2,2.0,0.6,1.6,1.7,16.2,2021,7.0,14.4,2.1,5.5,4.9,8.8,1.7,2.0,1.4,4.1,5.4,5.7,2.1,0.7,1.8,1.9,17.7,9.1,18.8,2.7,7.2,6.4,11.6,2.2,2.7,1.8,5.3,7.1,7.4,2.8,0.9,2.3,2.4,23.1,122,109,19.0,.580,.384,.141,4.1,11.4,7.9,21.1,2.8,1.7,10.4,19.7,1.6,0.9,2.5,.172,2.1,0.9,3.0,0.9,13,8,0.361,2.0,27,9,70.6,65.5,EASTERN_CONF,3
BrookLopez,C,32,MIL,21,21,27.1,3.9,8.3,.469,1.8,4.8,.370,2.1,3.6,.600,.574,1.1,1.3,.821,1.3,3.7,5.0,0.7,0.5,1.5,0.8,1.8,10.7,2021,5.2,11.1,2.3,6.3,2.8,4.7,1.5,1.8,1.8,4.9,6.6,0.9,0.6,2.0,1.0,2.4,14.1,6.8,14.4,3.1,8.3,3.7,6.2,1.9,2.3,2.3,6.4,8.7,1.2,0.8,2.6,1.3,3.1,18.5,119,111,13.8,.598,.571,.160,5.3,13.7,9.6,3.1,0.8,4.9,7.9,14.8,0.8,0.6,1.4,.119,0.3,-0.6,-0.3,0.2,13,8,0.361,2.0,27,9,70.6,65.5,EASTERN_CONF,3
SamMerrill,SG,24,MIL,9,0,6.1,0.4,1.1,.400,0.4,0.9,.500,0.0,0.2,.000,.600,0.2,0.2,1.000,0.3,0.8,1.1,1.1,0.1,0.0,0.3,0.3,1.6,2021,2.6,6.5,2.6,5.2,0.0,1.3,1.3,1.3,2.0,4.6,6.5,6.5,0.7,0.0,2.0,2.0,9.2,3.4,8.6,3.4,6.8,0.0,1.7,1.7,1.7,2.6,6.0,8.6,8.6,0.9,0.0,2.6,2.6,12.0,133,114,12.6,.643,.800,.200,5.9,12.9,9.5,21.0,0.9,0.0,21.6,10.5,0.1,0.0,0.2,.144,1.1,-0.8,0.3,0.0,13,8,0.361,2.0,27,9,70.6,65.5,EASTERN_CONF,3
KhrisMiddleton,SF,29,MIL,21,21,32.4,7.6,14.7,.515,2.6,5.8,.455,5.0,9.0,.553,.604,3.0,3.2,.925,0.9,5.4,6.3,5.9,1.0,0.1,2.2,2.7,20.7,2021,8.4,16.3,2.9,6.4,5.5,9.9,3.3,3.5,1.0,6.0,7.0,6.6,1.1,0.2,2.5,3.0,23.0,11.0,21.3,3.8,8.4,7.2,13.0,4.3,4.6,1.3,7.9,9.2,8.6,1.5,0.2,3.2,3.9,30.1,127,112,22.0,.643,.392,.217,3.0,16.9,10.2,25.8,1.5,0.4,12.2,23.5,2.4,0.7,3.0,.215,4.6,-0.3,4.3,1.1,13,8,0.361,2.0,27,9,70.6,65.5,EASTERN_CONF,3
JordanNwora,SF,22,MIL,10,0,8.2,1.7,3.7,.459,0.8,1.6,.500,0.9,2.1,.429,.568,0.9,1.0,.900,0.1,1.4,1.5,0.0,0.4,0.2,1.0,0.9,5.1,2021,7.5,16.2,3.5,7.0,4.0,9.2,4.0,4.4,0.4,6.1,6.6,0.0,1.8,0.9,4.4,4.0,22.4,9.8,21.2,4.6,9.2,5.2,12.0,5.2,5.7,0.6,8.0,8.6,0.0,2.3,1.1,5.7,5.2,29.3,96,108,13.0,.616,.432,.270,1.3,17.3,9.6,0.0,2.3,2.2,19.5,26.1,-0.1,0.1,0.0,.028,-3.6,-1.9,-5.4,-0.1,13,8,0.361,2.0,27,9,70.6,65.5,EASTERN_CONF,3
BobbyPortis,C,25,MIL,21,1,21.6,4.8,8.6,.558,1.1,2.2,.500,3.7,6.4,.578,.622,0.8,1.1,.696,2.1,5.4,7.5,1.2,0.9,0.4,0.9,2.0,11.5,2021,8.0,14.4,1.8,3.6,6.2,10.7,1.3,1.8,3.6,9.0,12.5,2.1,1.5,0.7,1.5,3.3,19.1,10.5,18.8,2.4,4.8,8.1,14.0,1.7,2.4,4.7,11.7,16.4,2.7,2.0,0.9,2.0,4.2,25.0,126,107,21.2,.630,.254,.127,10.7,25.2,18.2,8.0,2.0,1.8,9.0,19.3,1.2,0.7,1.9,.198,2.6,-0.4,2.2,0.5,13,8,0.361,2.0,27,9,70.6,65.5,EASTERN_CONF,3
DJWilson,PF,24,MIL,9,0,10.0,1.6,4.0,.389,0.9,2.4,.364,0.7,1.6,.429,.500,0.1,0.2,.500,0.3,1.9,2.2,0.3,0.1,0.3,0.4,1.2,4.1,2021,5.6,14.4,3.2,8.8,2.4,5.6,0.4,0.8,1.2,6.8,8.0,1.2,0.4,1.2,1.6,4.4,14.8,7.3,18.8,4.2,11.5,3.1,7.3,0.5,1.0,1.6,8.9,10.5,1.6,0.5,1.6,2.1,5.8,19.3,98,111,8.8,.502,.611,.056,3.6,19.1,11.6,4.2,0.5,3.0,9.8,18.9,0.0,0.1,0.1,.028,-3.4,-2.1,-5.5,-0.1,13,8,0.361,2.0,27,9,70.6,65.5,EASTERN_CONF,3
StevenAdams,C,27,NOP,19,19,30.3,3.7,6.5,.577,0.0,0.1,.000,3.7,6.4,.582,.577,1.2,2.4,.511,4.4,5.6,9.9,2.6,0.9,0.6,1.9,1.9,8.7,2021,4.4,7.7,0.0,0.1,4.4,7.6,1.4,2.8,5.2,6.6,11.8,3.1,1.1,0.7,2.3,2.3,10.3,6.0,10.3,0.0,0.1,6.0,10.3,1.9,3.8,7.0,8.9,15.9,4.1,1.5,0.9,3.0,3.0,13.9,118,112,15.7,.578,.008,.366,15.5,20.2,17.8,11.7,1.5,2.0,20.1,13.2,0.8,0.5,1.3,.112,-0.1,-0.6,-0.8,0.2,8,12,0.222,8.0,16,20,61.7,62.5,WESTERN_CONF,14
NickeilAlexanderWalker,SG,22,NOP,18,3,21.3,3.8,9.5,.404,1.2,4.3,.282,2.6,5.2,.505,.468,1.3,1.7,.767,0.2,2.7,2.9,2.2,1.3,0.3,1.4,2.0,10.2,2021,6.5,16.0,2.1,7.3,4.4,8.7,2.2,2.8,0.4,4.6,5.0,3.7,2.2,0.6,2.4,3.4,17.2,8.7,21.5,2.8,9.8,5.9,11.7,2.9,3.8,0.5,6.2,6.7,5.0,2.9,0.8,3.3,4.5,23.0,98,110,12.3,.497,.456,.175,1.1,14.0,7.5,15.5,2.9,1.6,12.4,23.2,-0.2,0.4,0.2,.031,-2.6,0.2,-2.5,0.0,8,12,0.222,8.0,16,20,61.7,62.5,WESTERN_CONF,14
LonzoBall,PG,23,NOP,17,17,30.4,4.9,12.1,.408,2.5,7.3,.339,2.5,4.8,.512,.510,0.5,0.8,.643,0.4,3.5,3.9,4.6,1.5,0.5,2.2,2.5,12.9,2021,5.9,14.4,2.9,8.7,2.9,5.7,0.6,1.0,0.5,4.1,4.6,5.4,1.7,0.6,2.6,3.0,15.3,7.9,19.3,3.9,11.6,3.9,7.7,0.8,1.3,0.7,5.5,6.2,7.3,2.3,0.8,3.5,4.0,20.5,103,112,12.5,.516,.602,.068,1.5,12.5,6.9,21.9,2.3,1.8,14.8,20.4,0.0,0.5,0.5,.048,-1.1,0.2,-0.9,0.1,8,12,0.222,8.0,16,20,61.7,62.5,WESTERN_CONF,14
EricBledsoe,SG,31,NOP,19,18,30.1,5.1,11.5,.445,2.3,5.7,.398,2.8,5.8,.491,.544,1.3,2.1,.641,0.6,3.1,3.6,3.7,0.7,0.3,2.0,1.6,13.8,2021,6.1,13.7,2.7,6.8,3.4,6.9,1.6,2.5,0.7,3.7,4.4,4.4,0.9,0.4,2.4,1.9,16.5,8.2,18.5,3.6,9.1,4.6,9.3,2.1,3.3,0.9,4.9,5.8,5.9,1.2,0.5,3.2,2.5,22.2,108,115,13.0,.557,.495,.179,2.1,11.1,6.6,18.0,1.2,1.1,13.9,20.3,0.4,0.3,0.7,.058,-0.3,-1.4,-1.7,0.0,8,12,0.222,8.0,16,20,61.7,62.5,WESTERN_CONF,14
WenyenGabriel,PF,23,NOP,2,0,4.0,0.0,1.5,.000,0.0,0.5,.000,0.0,1.0,.000,.000,0.0,0.0,,0.5,1.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,2021,0.0,13.5,0.0,4.5,0.0,9.0,0.0,0.0,4.5,9.0,13.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,18.1,0.0,6.0,0.0,12.1,0.0,0.0,6.0,12.1,18.1,6.0,0.0,0.0,0.0,0.0,0.0,46,115,-3.2,.000,.333,.000,13.5,27.4,20.4,14.7,0.0,0.0,0.0,15.9,0.0,0.0,0.0,-0.233,-8.2,-6.8,-15.0,0.0,8,12,0.222,8.0,16,20,61.7,62.5,WESTERN_CONF,14
