player_season_team,PLAYER,POS,AGE,TEAM,G,GS,MP,FG_per_game,FGA_per_game,FG%,3P_per_game,3PA_per_game,3P%,2P_per_game,2PA_per_game,2P%,EFG%_per_game,FT_per_game,FTA_per_game,FT%,ORB_per_game,DRB_per_game,TRB_per_game,AST_per_game,STL_per_game,BLK_per_game,TOV_per_game,PF_per_game,PTS_per_game,SEASON,FG_per_36min,FGA_per_36min,3P_per_36min,3PA_per_36min,2P_per_36min,2PA_per_36min,FT_per_36min,FTA_per_36min,ORB_per_36min,DRB_per_36min,TRB_per_36min,AST_per_36min,STL_per_36min,BLK_per_36min,TOV_per_36min,PF_per_36min,PTS_per_36min,FG_per_100poss,FGA_per_100poss,3P_per_100poss,3PA_per_100poss,2P_per_100poss,2PA_per_100poss,FT_per_100poss,FTA_per_100poss,ORB_per_100poss,DRB_per_100poss,TRB_per_100poss,AST_per_100poss,STL_per_100poss,BLK_per_100poss,TOV_per_100poss,PF_per_100poss,PTS_per_100poss,ORTG_per_100poss,DRTG_per_100poss,PER_advanced,TS%_advanced,3PAR_advanced,FTR_advanced,ORB%_advanced,DRB%_advanced,TRB%_advanced,AST%_advanced,STL%_advanced,BLK%_advanced,TOV%_advanced,USG%_advanced,OWS_advanced,DWS_advanced,WS_advanced,WS/48_advanced,OBPM_advanced,DBPM_advanced,BPM_advanced,VORP_advanced
MasonJones_2021_HOU,MasonJones,SG,22,HOU,13,1,11.8,2.3,4.2,.556,1.2,2.2,.536,1.2,2.0,.577,.694,0.8,1.6,.524,0.2,1.8,2.1,1.5,0.3,0.0,1.2,1.2,6.6,2021,7.1,12.7,3.5,6.6,3.5,6.1,2.6,4.9,0.7,5.6,6.4,4.5,0.9,0.0,3.8,3.5,20.2,9.2,16.6,4.6,8.6,4.6,8.0,3.4,6.4,0.9,7.4,8.3,5.8,1.2,0.0,4.9,4.6,26.4,112,108,15.9,.680,.519,.389,2.1,16.3,9.3,19.5,1.2,0.0,20.2,22.0,0.2,0.2,0.4,.128,0.5,0.3,0.8,0.1
TreJones_2021_SAS,TreJones,PG,21,SAS,9,0,3.0,0.7,1.3,.500,0.1,0.1,1.000,0.6,1.2,.455,.542,0.6,0.6,1.000,0.4,0.0,0.4,0.1,0.0,0.0,0.2,0.2,2.0,2021,8.0,16.0,1.3,1.3,6.7,14.7,6.7,6.7,5.3,0.0,5.3,1.3,0.0,0.0,2.7,2.7,24.0,10.6,21.3,1.8,1.8,8.9,19.5,8.9,8.9,7.1,0.0,7.1,1.8,0.0,0.0,3.5,3.5,31.9,122,119,19.9,.634,.083,.417,14.9,0.0,7.7,5.7,0.0,0.0,12.3,25.7,0.1,0.0,0.1,.149,2.7,-4.3,-1.5,0.0
TyusJones_2021_MEM,TyusJones,PG,24,MEM,17,8,25.1,3.9,8.7,.453,0.8,2.9,.286,3.1,5.8,.535,.500,0.3,0.4,.714,0.6,2.1,2.7,6.1,1.4,0.2,0.9,0.5,9.0,2021,5.7,12.5,1.2,4.1,4.5,8.4,0.4,0.6,0.8,3.0,3.9,8.7,2.0,0.3,1.3,0.8,12.9,7.5,16.6,1.6,5.5,5.9,11.1,0.6,0.8,1.1,4.0,5.2,11.6,2.7,0.3,1.7,1.0,17.2,117,110,16.6,.506,.331,.047,2.5,9.2,5.8,33.4,2.7,0.6,9.0,16.5,0.6,0.5,1.2,.132,0.6,0.9,1.5,0.4
DeAndreJordan_2021_BRK,DeAndreJordan,C,32,BRK,23,18,20.2,3.0,3.7,.821,0.0,0.0,0.0,3.0,3.7,.821,.821,0.7,1.4,.515,1.6,5.1,6.7,1.7,0.3,1.4,1.7,2.2,6.7,2021,5.4,6.5,0.0,0.0,5.4,6.5,1.3,2.6,2.9,9.1,11.9,3.0,0.5,2.5,2.9,4.0,12.0,7.0,8.5,0.0,0.0,7.0,8.5,1.7,3.4,3.8,11.9,15.7,4.0,0.7,3.3,3.9,5.2,15.8,125,110,16.9,.787,.000,.393,9.5,25.9,18.3,11.2,0.7,5.7,27.8,12.6,0.8,0.6,1.4,.144,-0.6,1.9,1.3,0.4
CoryJoseph_2021_SAC,CoryJoseph,PG,29,SAC,21,0,19.3,2.3,5.3,.432,0.6,2.0,.317,1.7,3.3,.500,.491,0.9,1.2,.760,0.4,1.7,2.1,2.1,0.8,0.3,1.0,2.2,6.1,2021,4.3,9.9,1.2,3.6,3.1,6.2,1.7,2.2,0.8,3.1,3.9,4.0,1.4,0.5,2.0,4.1,11.4,5.7,13.2,1.5,4.9,4.1,8.3,2.3,3.0,1.1,4.1,5.2,5.3,1.9,0.7,2.6,5.5,15.2,105,119,9.5,.525,.369,.225,2.4,9.6,6.0,14.9,1.9,1.3,15.3,15.2,0.1,0.1,0.2,.018,-3.7,-0.6,-4.4,-0.2
MfionduKabengele_2021_LAC,MfionduKabengele,PF,23,LAC,14,0,4.1,0.4,1.3,.278,0.1,0.7,.200,0.2,0.6,.375,.333,0.2,0.3,.750,0.1,0.6,0.6,0.2,0.1,0.1,0.2,0.9,1.1,2021,3.2,11.4,1.3,6.3,1.9,5.1,1.9,2.5,0.6,5.1,5.7,1.9,1.3,1.3,1.9,7.6,9.5,4.3,15.6,1.7,8.7,2.6,6.9,2.6,3.5,0.9,6.9,7.8,2.6,1.7,1.7,2.6,10.4,13.0,79,109,2.5,.380,.556,.222,2.0,15.6,9.0,6.8,1.7,3.2,13.2,17.7,-0.1,0.1,-0.1,-0.050,-9.6,-1.1,-10.8,-0.1
FrankKaminsky_2021_PHO,FrankKaminsky,C,27,PHO,15,1,13.5,2.5,5.3,.463,0.7,1.9,.393,1.7,3.5,.500,.531,0.7,1.1,.625,0.9,2.9,3.9,1.6,0.2,0.6,0.5,1.4,6.3,2021,6.6,14.3,2.0,5.0,4.6,9.3,1.8,2.9,2.5,7.8,10.3,4.3,0.5,1.6,1.4,3.7,16.9,9.0,19.5,2.7,6.8,6.3,12.7,2.4,3.9,3.4,10.7,14.2,5.9,0.7,2.2,2.0,5.1,23.2,115,106,17.8,.546,.350,.200,7.7,23.5,15.8,18.5,0.7,3.9,8.4,20.9,0.3,0.3,0.6,.153,1.2,2.2,3.5,0.3
EnesKanter_2021_POR,EnesKanter,C,28,POR,21,9,23.6,4.8,8.0,.595,0.0,0.0,0.0,4.8,8.0,.595,.595,1.8,2.3,.776,4.1,6.8,10.9,1.1,0.6,0.8,1.3,2.3,11.3,2021,7.3,12.2,0.0,0.0,7.3,12.2,2.8,3.6,6.2,10.4,16.6,1.7,0.9,1.2,2.0,3.5,17.3,9.7,16.3,0.0,0.0,9.7,16.3,3.7,4.8,8.3,13.9,22.2,2.3,1.3,1.6,2.6,4.7,23.1,129,112,23.5,.628,.000,.292,17.6,32.3,24.6,7.5,1.3,3.1,12.5,18.6,1.6,0.4,2.0,.196,1.6,-2.1,-0.5,0.2
LukeKennard_2021_LAC,LukeKennard,SG,24,LAC,24,6,22.1,3.1,6.6,.472,1.7,3.7,.455,1.5,3.0,.493,.597,0.4,0.5,.833,0.2,2.7,2.9,1.8,0.3,0.2,1.0,1.6,8.3,2021,5.1,10.8,2.7,6.0,2.4,4.8,0.7,0.8,0.3,4.3,4.7,3.0,0.5,0.3,1.6,2.6,13.6,7.0,14.8,3.7,8.2,3.3,6.6,0.9,1.1,0.5,6.0,6.4,4.1,0.7,0.5,2.1,3.6,18.7,115,114,11.3,.609,.553,.075,1.1,13.4,7.4,11.5,0.7,0.9,12.3,15.7,0.6,0.4,1.0,.087,-0.6,-1.5,-2.0,0.0
MaxiKleber_2021_DAL,MaxiKleber,PF,29,DAL,12,6,24.1,1.9,4.5,.426,1.5,3.3,.462,0.4,1.3,.333,.593,1.3,1.3,.938,0.9,4.6,5.5,1.4,0.3,1.0,0.8,2.3,6.6,2021,2.9,6.7,2.2,4.9,0.6,1.9,1.9,2.0,1.4,6.9,8.2,2.1,0.5,1.5,1.1,3.4,9.8,3.9,9.1,3.0,6.6,0.8,2.5,2.5,2.7,1.8,9.2,11.1,2.9,0.7,2.0,1.5,4.5,13.3,125,112,12.0,.647,.722,.296,4.1,20.7,12.3,7.9,0.7,3.9,12.8,10.6,0.4,0.3,0.7,.115,-0.6,0.1,-0.5,0.1
NathanKnight_2021_ATL,NathanKnight,PF,23,ATL,8,0,5.5,0.9,2.3,.389,0.4,0.9,.429,0.5,1.4,.364,.472,0.6,0.8,.833,0.9,0.6,1.5,0.1,0.1,0.4,0.5,0.9,2.8,2021,5.7,14.7,2.5,5.7,3.3,9.0,4.1,4.9,5.7,4.1,9.8,0.8,0.8,2.5,3.3,5.7,18.0,7.7,19.8,3.3,7.7,4.4,12.1,5.5,6.6,7.7,5.5,13.2,1.1,1.1,3.3,4.4,7.7,24.2,105,109,15.0,.533,.389,.333,16.9,11.9,14.4,3.5,1.1,5.8,16.2,23.7,0.0,0.1,0.1,.077,-1.3,-0.6,-1.9,0.0
KevinKnox_2021_NYK,KevinKnox,SF,21,NYK,20,0,18.2,2.2,5.5,.391,1.3,3.2,.391,0.9,2.3,.391,.505,0.5,0.6,.833,0.4,1.8,2.2,0.8,0.4,0.3,0.8,1.6,6.1,2021,4.3,10.9,2.5,6.3,1.8,4.5,1.0,1.2,0.8,3.6,4.4,1.6,0.7,0.6,1.5,3.1,12.0,5.9,15.2,3.5,8.8,2.5,6.4,1.4,1.7,1.1,5.0,6.1,2.2,1.0,0.8,2.1,4.3,16.7,101,112,8.2,.525,.582,.109,2.3,10.3,6.3,6.5,1.0,1.6,11.5,15.8,0.0,0.3,0.3,.040,-1.9,-0.5,-2.4,0.0
JohnKonchar_2021_MEM,JohnKonchar,SG,24,MEM,10,0,17.8,2.0,4.1,.488,0.6,1.3,.462,1.4,2.8,.500,.561,1.0,1.0,1.000,1.3,3.3,4.6,1.7,1.2,0.4,0.2,1.4,5.6,2021,4.0,8.3,1.2,2.6,2.8,5.7,2.0,2.0,2.6,6.7,9.3,3.4,2.4,0.8,0.4,2.8,11.3,5.4,11.0,1.6,3.5,3.8,7.5,2.7,2.7,3.5,8.9,12.4,4.6,3.2,1.1,0.5,3.8,15.0,139,105,18.2,.617,.317,.244,7.7,20.1,13.8,12.4,3.2,2.0,4.2,11.3,0.5,0.3,0.8,.212,0.7,2.7,3.4,0.2
FurkanKorkmaz_2021_PHI,FurkanKorkmaz,SG,23,PHI,12,1,19.6,2.8,7.4,.382,1.5,4.4,.340,1.3,3.0,.444,.483,0.8,0.9,.909,0.3,2.1,2.3,0.8,0.8,0.2,1.0,0.9,8.0,2021,5.2,13.6,2.8,8.1,2.5,5.5,1.5,1.7,0.5,3.8,4.3,1.5,1.5,0.3,1.8,1.7,14.7,6.8,17.9,3.6,10.7,3.2,7.2,2.0,2.2,0.6,5.0,5.6,2.0,2.0,0.4,2.4,2.2,19.3,97,110,9.4,.512,.596,.124,1.4,11.2,6.5,6.0,2.0,0.7,11.3,19.0,-0.1,0.3,0.2,.032,-2.1,-0.6,-2.7,0.0
LukeKornet_2021_CHI,LukeKornet,PF,25,CHI,1,0,7.0,0.0,2.0,.000,0.0,2.0,.000,0.0,0.0,,.000,2.0,2.0,1.000,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2021,0.0,10.3,0.0,10.3,0.0,0.0,10.3,10.3,0.0,5.1,5.1,0.0,5.1,0.0,5.1,0.0,10.3,0.0,13.3,0.0,13.3,0.0,0.0,13.3,13.3,0.0,6.7,6.7,0.0,6.7,0.0,6.7,0.0,13.3,57,103,2.3,.347,1.000,1.000,0.0,15.7,8.0,0.0,6.7,0.0,25.8,23.3,0.0,0.0,0.0,-0.185,-8.8,-0.6,-9.4,0.0
RodionsKurucs_2021_TOT,RodionsKurucs,SF-PF,22,TOT,11,0,5.7,0.5,1.4,.333,0.3,0.9,.300,0.2,0.5,.400,.433,0.1,0.2,.500,0.1,0.9,1.0,0.4,0.3,0.0,0.5,0.6,1.3,2021,2.9,8.6,1.7,5.7,1.1,2.9,0.6,1.1,0.6,5.7,6.3,2.3,1.7,0.0,2.9,4.0,8.0,3.7,11.2,2.2,7.5,1.5,3.7,0.7,1.5,0.7,7.5,8.2,3.0,2.2,0.0,3.7,5.2,10.5,78,108,3.5,.441,.667,.133,1.7,16.5,9.3,8.0,2.2,0.0,23.9,14.1,-0.1,0.1,0.0,-0.030,-7.9,1.4,-6.5,-0.1
RodionsKurucs_2021_BRK,RodionsKurucs,PF,22,BRK,5,0,3.2,0.2,0.6,.333,0.2,0.4,.500,0.0,0.2,.000,.500,0.0,0.0,,0.0,0.6,0.6,0.4,0.0,0.0,0.0,0.2,0.6,2021,2.3,6.8,2.3,4.5,0.0,2.3,0.0,0.0,0.0,6.8,6.8,4.5,0.0,0.0,0.0,2.3,6.8,2.9,8.8,2.9,5.9,0.0,2.9,0.0,0.0,0.0,8.8,8.8,5.9,0.0,0.0,0.0,2.9,8.8,128,117,7.7,.500,.667,.000,0.0,19.3,10.3,14.9,0.0,0.0,0.0,8.1,0.0,0.0,0.0,.077,-1.2,0.4,-0.8,0.0
RodionsKurucs_2021_HOU,RodionsKurucs,SF,22,HOU,6,0,7.8,0.7,2.0,.333,0.3,1.3,.250,0.3,0.7,.500,.417,0.2,0.3,.500,0.2,1.2,1.3,0.3,0.5,0.0,0.8,1.0,1.8,2021,3.1,9.2,1.5,6.1,1.5,3.1,0.8,1.5,0.8,5.4,6.1,1.5,2.3,0.0,3.8,4.6,8.4,4.0,12.0,2.0,8.0,2.0,4.0,1.0,2.0,1.0,7.0,8.0,2.0,3.0,0.0,5.0,6.0,11.0,68,104,2.0,.427,.667,.167,2.3,15.5,9.0,5.7,3.0,0.0,28.0,16.2,-0.2,0.1,-0.1,-0.066,-10.1,1.7,-8.4,-0.1
KyleKuzma_2021_LAL,KyleKuzma,SF,25,LAL,23,5,24.0,3.9,8.9,.436,1.7,4.4,.382,2.2,4.4,.490,.532,0.5,0.8,.611,1.5,4.1,5.6,1.1,0.3,0.7,1.3,1.7,9.9,2021,5.8,13.3,2.5,6.7,3.3,6.7,0.7,1.2,2.2,6.1,8.3,1.6,0.4,1.0,2.0,2.5,14.9,7.8,17.9,3.4,8.9,4.4,8.9,1.0,1.6,3.0,8.2,11.2,2.2,0.5,1.4,2.6,3.3,20.0,104,106,11.9,.538,.500,.088,7.0,18.3,12.8,6.4,0.5,2.4,12.4,18.9,0.1,0.9,1.0,.088,-0.6,-0.9,-1.5,0.1
JeremyLamb_2021_IND,JeremyLamb,SG,28,IND,10,6,25.0,4.3,8.5,.506,2.0,4.1,.488,2.3,4.4,.523,.624,2.6,2.7,.963,1.2,3.4,4.6,1.6,1.0,0.8,1.0,2.0,13.2,2021,6.2,12.2,2.9,5.9,3.3,6.3,3.7,3.9,1.7,4.9,6.6,2.3,1.4,1.2,1.4,2.9,19.0,8.2,16.3,3.8,7.9,4.4,8.4,5.0,5.2,2.3,6.5,8.8,3.1,1.9,1.5,1.9,3.8,25.3,130,111,19.9,.681,.482,.318,5.4,15.0,10.2,9.0,1.9,2.8,9.4,18.5,0.7,0.3,1.0,.193,3.4,0.8,4.2,0.4
ZachLaVine_2021_CHI,ZachLaVine,SG,25,CHI,21,21,35.5,9.2,18.3,.504,3.2,8.2,.395,6.0,10.1,.592,.592,4.8,5.3,.893,0.6,4.7,5.2,5.3,1.2,0.5,4.0,2.7,26.5,2021,9.4,18.6,3.3,8.3,6.1,10.3,4.8,5.4,0.6,4.7,5.3,5.4,1.3,0.5,4.0,2.8,26.8,12.1,24.0,4.2,10.7,7.9,13.3,6.2,7.0,0.7,6.1,6.9,7.0,1.6,0.7,5.2,3.6,34.7,115,114,21.0,.640,.447,.291,1.8,14.4,8.2,24.4,1.6,1.3,16.0,29.2,1.5,0.6,2.1,.135,3.6,-0.8,2.7,0.9
JakeLayman_2021_MIN,JakeLayman,SF,26,MIN,17,3,15.1,2.2,4.6,.481,0.5,1.8,.300,1.7,2.9,.592,.538,0.9,1.2,.800,0.2,1.2,1.5,0.5,0.7,0.5,0.5,1.2,5.9,2021,5.3,11.1,1.3,4.2,4.1,6.9,2.3,2.8,0.6,3.0,3.5,1.3,1.7,1.3,1.3,3.0,14.2,7.0,14.7,1.7,5.6,5.4,9.1,3.0,3.7,0.7,3.9,4.6,1.7,2.2,1.7,1.7,3.9,18.7,109,113,12.2,.575,.380,.253,1.6,9.1,5.2,5.2,2.2,2.9,9.3,15.9,0.2,0.2,0.4,.071,-2.6,0.0,-2.6,0.0
JalenLecque_2021_IND,JalenLecque,PG,20,IND,3,0,3.0,0.3,1.3,.250,0.0,0.3,.000,0.3,1.0,.333,.250,1.0,1.0,1.000,0.3,1.0,1.3,0.7,0.0,0.0,0.0,0.0,1.7,2021,4.0,16.0,0.0,4.0,4.0,12.0,12.0,12.0,4.0,12.0,16.0,8.0,0.0,0.0,0.0,0.0,20.0,5.3,21.3,0.0,5.3,5.3,16.0,16.0,16.0,5.3,16.0,21.3,10.7,0.0,0.0,0.0,0.0,26.6,126,112,24.3,.470,.250,.750,12.5,36.7,24.7,28.8,0.0,0.0,0.0,25.5,0.0,0.0,0.0,.229,2.9,-0.3,2.6,0.0
DamionLee_2021_GSW,DamionLee,SG,28,GSW,22,0,18.7,2.2,4.6,.485,1.5,3.5,.442,0.7,1.1,.625,.653,0.8,0.9,.900,0.5,2.9,3.4,1.3,0.7,0.0,0.3,1.7,6.8,2021,4.3,8.8,3.0,6.7,1.3,2.1,1.6,1.8,0.9,5.6,6.5,2.5,1.3,0.1,0.6,3.3,13.1,5.5,11.4,3.8,8.7,1.7,2.7,2.0,2.3,1.1,7.2,8.4,3.3,1.7,0.1,0.8,4.3,17.0,134,110,13.7,.683,.762,.198,2.6,16.0,9.3,9.6,1.7,0.2,6.0,12.0,0.9,0.5,1.3,.157,0.2,0.3,0.5,0.3
SabenLee_2021_DET,SabenLee,PG,21,DET,6,0,9.8,0.7,2.0,.333,0.0,0.2,.000,0.7,1.8,.364,.333,1.0,1.3,.750,0.2,0.3,0.5,1.0,0.7,0.2,0.8,1.2,2.3,2021,2.4,7.3,0.0,0.6,2.4,6.7,3.7,4.9,0.6,1.2,1.8,3.7,2.4,0.6,3.1,4.3,8.5,3.3,9.9,0.0,0.8,3.3,9.1,5.0,6.6,0.8,1.7,2.5,5.0,3.3,0.8,4.1,5.8,11.6,85,111,5.7,.451,.083,.667,1.8,3.9,2.8,14.4,3.3,1.6,24.4,14.9,-0.1,0.1,0.0,-0.026,-7.3,1.2,-6.2,-0.1
AlexLen_2021_TOT,AlexLen,C,27,TOT,15,2,13.6,1.8,3.1,.587,0.3,1.1,.294,1.5,1.9,.759,.641,1.1,1.7,.654,0.5,2.5,3.0,1.1,0.5,0.9,1.1,1.7,5.1,2021,4.8,8.1,0.9,3.0,3.9,5.1,3.0,4.6,1.4,6.5,7.9,3.0,1.2,2.5,3.0,4.6,13.4,6.2,10.6,1.1,3.9,5.1,6.7,3.9,6.0,1.8,8.5,10.3,3.9,1.6,3.2,3.9,6.0,17.4,111,110,14.2,.662,.370,.565,4.0,20.6,11.9,11.8,1.6,6.5,22.8,15.2,0.1,0.2,0.4,.091,-2.1,2.4,0.3,0.1
AlexLen_2021_TOR,AlexLen,C,27,TOR,7,2,10.9,0.7,1.4,.500,0.4,0.9,.500,0.3,0.6,.500,.650,0.4,0.9,.500,0.0,1.6,1.6,0.4,0.1,0.9,1.1,1.4,2.3,2021,2.4,4.7,1.4,2.8,0.9,1.9,1.4,2.8,0.0,5.2,5.2,1.4,0.5,2.8,3.8,4.7,7.6,3.2,6.3,1.9,3.8,1.3,2.5,1.9,3.8,0.0,6.9,6.9,1.9,0.6,3.8,5.0,6.3,10.1,77,110,4.4,.633,.600,.600,0.0,16.4,7.9,5.2,0.6,8.0,38.8,11.6,-0.1,0.1,0.0,-0.024,-6.8,1.2,-5.6,-0.1
AlexLen_2021_WAS,AlexLen,C,27,WAS,8,0,16.0,2.8,4.5,.611,0.3,1.4,.182,2.5,3.1,.800,.639,1.8,2.5,.700,1.0,3.3,4.3,1.8,0.8,1.0,1.1,2.0,7.5,2021,6.2,10.1,0.6,3.1,5.6,7.0,3.9,5.6,2.3,7.3,9.6,3.9,1.7,2.3,2.5,4.5,16.9,7.9,13.0,0.7,4.0,7.2,9.0,5.1,7.2,2.9,9.4,12.3,5.1,2.2,2.9,3.2,5.8,21.7,123,110,20.1,.670,.306,.556,6.4,23.1,14.3,15.7,2.2,5.6,16.7,17.4,0.3,0.1,0.4,.159,0.7,3.2,3.9,0.2
KawhiLeonard_2021_LAC,KawhiLeonard,SF,29,LAC,20,20,34.4,9.4,18.5,.508,1.9,5.0,.384,7.5,13.6,.554,.559,5.6,6.2,.903,0.9,4.7,5.6,5.3,1.9,0.7,1.8,1.6,26.3,2021,9.8,19.4,2.0,5.2,7.8,14.2,5.9,6.5,0.9,4.9,5.8,5.5,1.9,0.7,1.8,1.7,27.5,13.5,26.6,2.7,7.1,10.8,19.5,8.0,8.9,1.2,6.8,8.0,7.5,2.7,0.9,2.5,2.3,37.8,127,109,28.0,.619,.268,.335,2.9,15.2,9.2,25.8,2.7,1.7,7.6,29.7,2.9,0.9,3.8,.266,5.7,1.0,6.6,1.5
MeyersLeonard_2021_MIA,MeyersLeonard,C,28,MIA,3,2,9.7,1.0,2.3,.429,1.0,2.3,.429,0.0,0.0,,.643,0.3,0.7,.500,0.0,2.3,2.3,0.7,0.0,0.0,0.7,1.7,3.3,2021,3.7,8.7,3.7,8.7,0.0,0.0,1.2,2.5,0.0,8.7,8.7,2.5,0.0,0.0,2.5,6.2,12.4,5.0,11.7,5.0,11.7,0.0,0.0,1.7,3.3,0.0,11.7,11.7,3.3,0.0,0.0,3.3,8.4,16.7,101,112,6.7,.635,1.000,.286,0.0,25.7,13.6,10.0,0.0,0.0,20.2,15.1,0.0,0.0,0.0,.038,-3.5,-0.9,-4.4,0.0
CarisLeVert_2021_BRK,CarisLeVert,SG,26,BRK,12,4,27.8,7.3,16.7,.435,1.8,5.3,.349,5.4,11.4,.474,.490,2.2,2.8,.765,0.8,3.5,4.3,6.0,1.1,0.5,2.2,1.7,18.5,2021,9.4,21.6,2.4,6.8,7.0,14.8,2.8,3.7,1.1,4.5,5.6,7.8,1.4,0.6,2.8,2.2,23.9,12.3,28.2,3.1,8.9,9.2,19.3,3.7,4.8,1.4,5.9,7.3,10.2,1.8,0.8,3.7,2.8,31.3,108,114,19.2,.516,.315,.170,3.6,12.9,8.6,33.7,1.8,1.5,10.8,31.0,0.4,0.2,0.6,.086,1.3,-0.7,0.6,0.2
KiraLewisJr_2021_NOP,KiraLewisJr,PG,19,NOP,10,0,8.8,1.4,4.2,.333,0.4,1.1,.364,1.0,3.1,.323,.381,0.7,1.0,.700,0.0,0.5,0.5,1.1,0.2,0.1,0.1,0.7,3.9,2021,5.7,17.2,1.6,4.5,4.1,12.7,2.9,4.1,0.0,2.0,2.0,4.5,0.8,0.4,0.4,2.9,16.0,7.7,23.1,2.2,6.1,5.5,17.1,3.9,5.5,0.0,2.8,2.8,6.1,1.1,0.6,0.6,3.9,21.5,100,117,9.0,.420,.262,.238,0.0,6.2,3.1,18.0,1.1,1.2,2.1,22.9,0.0,0.0,0.0,.005,-4.0,-1.9,-5.8,-0.1
DamianLillard_2021_POR,DamianLillard,PG,30,POR,20,20,36.1,9.0,19.7,.454,4.0,10.6,.377,5.0,9.1,.544,.556,7.2,7.6,.947,0.4,4.2,4.6,7.3,0.9,0.3,3.0,1.5,29.1,2021,8.9,19.7,4.0,10.6,4.9,9.1,7.2,7.6,0.4,4.1,4.5,7.2,0.8,0.3,3.0,1.4,29.1,11.9,26.3,5.3,14.1,6.6,12.1,9.6,10.1,0.5,5.5,6.1,9.7,1.1,0.4,4.0,1.9,38.8,126,119,26.3,.631,.538,.386,1.1,12.9,6.7,33.4,1.1,0.8,11.5,30.7,3.1,0.1,3.2,.214,7.2,-1.7,5.5,1.4
NassirLittle_2021_POR,NassirLittle,PF,20,POR,9,2,11.2,1.7,3.2,.517,0.8,1.3,.583,0.9,1.9,.471,.638,0.9,1.0,.889,1.1,1.2,2.3,0.2,0.2,0.4,0.6,0.9,5.0,2021,5.3,10.3,2.5,4.3,2.9,6.1,2.9,3.2,3.6,3.9,7.5,0.7,0.7,1.4,1.8,2.9,16.0,7.1,13.8,3.3,5.7,3.8,8.1,3.8,4.3,4.8,5.2,10.0,1.0,1.0,1.9,2.4,3.8,21.4,130,117,17.4,.683,.414,.310,10.0,12.2,11.1,2.8,1.0,3.8,13.2,16.0,0.3,0.0,0.3,.140,1.6,-2.1,-0.5,0.0
KevonLooney_2021_GSW,KevonLooney,C,24,GSW,21,5,14.7,1.6,2.5,.623,0.1,0.2,.400,1.5,2.3,.646,.642,0.4,0.6,.692,1.5,2.6,4.1,1.8,0.3,0.3,0.7,1.8,3.7,2021,3.9,6.2,0.2,0.6,3.6,5.6,1.1,1.5,3.7,6.4,10.2,4.3,0.8,0.7,1.6,4.3,9.0,5.0,8.0,0.3,0.8,4.7,7.2,1.4,2.0,4.8,8.3,13.1,5.6,1.1,0.9,2.1,5.6,11.6,133,110,14.0,.656,.094,.245,10.9,18.3,14.7,16.1,1.1,1.8,19.3,10.0,0.7,0.4,1.0,.159,-1.0,0.8,-0.2,0.1
BrookLopez_2021_MIL,BrookLopez,C,32,MIL,22,22,27.2,4.0,8.4,.473,1.7,4.6,.363,2.3,3.7,.610,.573,1.2,1.4,.839,1.3,3.7,5.0,0.6,0.5,1.5,0.8,1.8,10.8,2021,5.2,11.1,2.2,6.1,3.0,4.9,1.6,1.9,1.7,4.9,6.7,0.8,0.7,2.0,1.1,2.3,14.3,6.8,14.5,2.9,8.0,3.9,6.4,2.0,2.4,2.3,6.4,8.7,1.1,0.9,2.6,1.4,3.1,18.6,119,110,13.8,.600,.554,.168,5.2,13.9,9.7,2.9,0.9,4.9,8.3,15.0,0.8,0.7,1.5,.122,0.2,-0.5,-0.3,0.3
RobinLopez_2021_WAS,RobinLopez,C,32,WAS,19,9,18.1,2.9,4.6,.644,0.2,0.5,.400,2.7,4.1,.675,.667,1.1,1.7,.625,1.9,2.2,4.2,0.9,0.2,0.6,0.8,1.9,7.2,2021,5.9,9.1,0.4,1.0,5.5,8.1,2.1,3.4,3.9,4.4,8.3,1.8,0.3,1.2,1.6,3.8,14.3,7.5,11.7,0.5,1.3,7.0,10.4,2.7,4.3,5.0,5.7,10.6,2.3,0.4,1.5,2.0,4.8,18.3,130,118,15.8,.673,.115,.368,11.0,13.9,12.4,7.0,0.4,2.9,12.9,14.0,0.8,0.1,0.9,.121,-0.2,-1.7,-2.0,0.0
KevinLove_2021_CLE,KevinLove,PF,32,CLE,2,2,23.0,3.0,9.0,.333,1.5,4.5,.333,1.5,4.5,.333,.417,2.0,2.5,.800,1.0,5.0,6.0,2.5,0.5,0.0,1.5,0.5,9.5,2021,4.7,14.1,2.3,7.0,2.3,7.0,3.1,3.9,1.6,7.8,9.4,3.9,0.8,0.0,2.3,0.8,14.9,6.4,19.3,3.2,9.7,3.2,9.7,4.3,5.4,2.1,10.7,12.9,5.4,1.1,0.0,3.2,1.1,20.4,98,111,11.4,.470,.500,.278,4.7,24.6,14.4,16.1,1.1,0.0,12.9,21.8,0.0,0.0,0.0,.025,-1.2,-0.8,-2.1,0.0
