player_season_team,PLAYER,POS,AGE,TEAM,G,GS,MP,FG_per_game,FGA_per_game,FG%,3P_per_game,3PA_per_game,3P%,2P_per_game,2PA_per_game,2P%,EFG%_per_game,FT_per_game,FTA_per_game,FT%,ORB_per_game,DRB_per_game,TRB_per_game,AST_per_game,STL_per_game,BLK_per_game,TOV_per_game,PF_per_game,PTS_per_game,SEASON,FG_per_36min,FGA_per_36min,3P_per_36min,3PA_per_36min,2P_per_36min,2PA_per_36min,FT_per_36min,FTA_per_36min,ORB_per_36min,DRB_per_36min,TRB_per_36min,AST_per_36min,STL_per_36min,BLK_per_36min,TOV_per_36min,PF_per_36min,PTS_per_36min,FG_per_100poss,FGA_per_100poss,3P_per_100poss,3PA_per_100poss,2P_per_100poss,2PA_per_100poss,FT_per_100poss,FTA_per_100poss,ORB_per_100poss,DRB_per_100poss,TRB_per_100poss,AST_per_100poss,STL_per_100poss,BLK_per_100poss,TOV_per_100poss,PF_per_100poss,PTS_per_100poss,ORTG_per_100poss,DRTG_per_100poss,PER_advanced,TS%_advanced,3PAR_advanced,FTR_advanced,ORB%_advanced,DRB%_advanced,TRB%_advanced,AST%_advanced,STL%_advanced,BLK%_advanced,TOV%_advanced,USG%_advanced,OWS_advanced,DWS_advanced,WS_advanced,WS/48_advanced,OBPM_advanced,DBPM_advanced,BPM_advanced,VORP_advanced
PreciousAchiuwa_2021_MIA,PreciousAchiuwa,PF,21,MIA,22,2,15.9,2.8,4.7,.596,0.0,0.0,0.0,2.8,4.7,.596,.596,1.5,2.9,.540,1.5,3.0,4.5,0.7,0.5,0.6,1.1,2.0,7.2,2021,6.4,10.7,0.0,0.0,6.4,10.7,3.5,6.5,3.5,6.8,10.3,1.6,1.0,1.3,2.6,4.6,16.3,8.6,14.4,0.0,0.0,8.6,14.4,4.7,8.7,4.7,9.1,13.9,2.2,1.4,1.8,3.5,6.2,21.9,110,109,15.8,.600,.000,.606,11.6,20.0,16.1,7.4,1.4,3.8,16.0,19.9,0.3,0.5,0.8,.108,-2.4,-0.3,-2.7,-0.1
JaylenAdams_2021_MIL,JaylenAdams,PG,24,MIL,3,0,3.7,0.0,1.7,.000,0.0,0.7,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.7,0.0,0.0,0.0,0.3,0.0,2021,0.0,16.4,0.0,6.5,0.0,9.8,0.0,0.0,0.0,3.3,3.3,6.5,0.0,0.0,0.0,3.3,0.0,0.0,21.4,0.0,8.6,0.0,12.8,0.0,0.0,0.0,4.3,4.3,8.6,0.0,0.0,0.0,4.3,0.0,30,117,-12.4,.000,.400,.000,0.0,9.2,4.8,19.2,0.0,0.0,0.0,18.9,-0.1,0.0,-0.1,-0.346,-17.3,-6.6,-23.9,-0.1
StevenAdams_2021_NOP,StevenAdams,C,27,NOP,20,20,30.3,3.8,6.4,.594,0.0,0.1,.000,3.8,6.4,.598,.594,1.3,2.5,.500,4.5,5.6,10.1,2.5,1.0,0.6,2.0,2.0,8.9,2021,4.5,7.6,0.0,0.1,4.5,7.6,1.5,3.0,5.4,6.6,12.0,3.0,1.1,0.7,2.4,2.3,10.5,6.1,10.2,0.0,0.1,6.1,10.2,2.0,4.0,7.2,8.9,16.1,4.0,1.5,0.9,3.2,3.1,14.2,118,112,15.9,.590,.008,.391,16.1,20.0,18.0,11.4,1.5,1.9,21.1,13.3,0.9,0.6,1.4,.113,-0.1,-0.7,-0.8,0.2
BamAdebayo_2021_MIA,BamAdebayo,C,23,MIA,20,20,33.0,7.4,12.7,.581,0.1,0.3,.400,7.3,12.4,.585,.585,5.2,6.0,.867,1.8,7.4,9.2,5.2,0.9,1.0,3.0,2.7,20.0,2021,8.0,13.8,0.1,0.3,7.9,13.5,5.7,6.6,2.0,8.0,10.0,5.7,0.9,1.1,3.2,2.9,21.9,10.8,18.6,0.1,0.4,10.7,18.2,7.7,8.8,2.6,10.8,13.5,7.7,1.3,1.5,4.3,3.9,29.4,122,108,23.2,.654,.020,.474,6.6,23.7,15.6,27.5,1.3,3.1,16.2,24.6,1.9,0.9,2.8,.206,2.9,2.0,4.9,1.2
LaMarcusAldridge_2021_SAS,LaMarcusAldridge,C,35,SAS,18,18,26.7,5.9,12.5,.476,1.3,3.7,.358,4.6,8.8,.525,.529,0.9,1.2,.762,0.8,3.5,4.3,1.9,0.4,0.9,0.9,1.5,14.1,2021,8.0,16.9,1.8,5.0,6.2,11.8,1.2,1.6,1.1,4.7,5.9,2.6,0.5,1.2,1.2,2.0,19.0,10.7,22.4,2.4,6.7,8.3,15.7,1.6,2.1,1.5,6.3,7.8,3.5,0.7,1.6,1.6,2.7,25.3,107,112,15.4,.542,.298,.093,3.1,14.0,8.4,11.3,0.7,2.8,6.4,22.4,0.3,0.4,0.7,.072,0.3,-1.0,-0.7,0.2
TyShonAlexander_2021_PHO,TyShonAlexander,SG,22,PHO,3,0,2.7,0.0,1.0,.000,0.0,0.3,.000,0.0,0.7,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,0.0,2021,0.0,13.5,0.0,4.5,0.0,9.0,0.0,0.0,0.0,4.5,4.5,4.5,0.0,0.0,0.0,4.5,0.0,0.0,18.5,0.0,6.2,0.0,12.3,0.0,0.0,0.0,6.2,6.2,6.2,0.0,0.0,0.0,6.2,0.0,22,113,-11.8,.000,.333,.000,0.0,13.5,6.9,15.1,0.0,0.0,0.0,16.7,-0.1,0.0,-0.1,-0.321,-16.4,-4.8,-21.2,0.0
NickeilAlexanderWalker_2021_NOP,NickeilAlexanderWalker,SG,22,NOP,19,3,21.1,3.7,9.4,.399,1.2,4.3,.268,2.6,5.1,.510,.461,1.2,1.6,.767,0.2,2.7,2.9,2.1,1.3,0.4,1.5,1.9,9.8,2021,6.4,16.0,2.0,7.4,4.4,8.6,2.1,2.7,0.4,4.6,5.0,3.6,2.2,0.6,2.6,3.3,16.8,8.6,21.5,2.7,9.9,5.9,11.6,2.8,3.6,0.5,6.2,6.7,4.8,2.9,0.8,3.5,4.5,22.6,96,110,11.5,.489,.461,.169,1.1,13.9,7.5,14.8,2.9,1.8,13.2,23.4,-0.3,0.5,0.1,.016,-3.1,0.0,-3.1,-0.1
GraysonAllen_2021_MEM,GraysonAllen,SG,25,MEM,12,4,21.5,2.3,6.0,.375,1.5,4.2,.360,0.8,1.8,.409,.500,2.0,2.3,.889,0.5,2.4,2.9,2.0,1.0,0.3,1.2,0.8,8.0,2021,3.8,10.0,2.5,7.0,1.3,3.1,3.3,3.8,0.8,4.0,4.9,3.3,1.7,0.4,2.0,1.4,13.4,5.0,13.3,3.3,9.3,1.7,4.1,4.4,5.0,1.1,5.4,6.5,4.4,2.2,0.6,2.6,1.9,17.8,110,110,12.4,.572,.694,.375,2.5,12.2,7.3,12.0,2.2,1.0,14.3,16.1,0.2,0.3,0.5,.095,-1.1,0.5,-0.6,0.1
JarrettAllen_2021_TOT,JarrettAllen,C,22,TOT,22,6,25.8,4.1,6.1,.679,0.0,0.0,1.000,4.1,6.0,.677,.683,3.5,4.5,.780,2.9,6.2,9.1,1.6,0.5,1.8,1.5,1.7,11.9,2021,5.8,8.5,0.1,0.1,5.7,8.4,4.9,6.3,4.0,8.7,12.7,2.3,0.7,2.5,2.1,2.3,16.5,7.7,11.3,0.1,0.1,7.6,11.3,6.6,8.5,5.3,11.6,16.9,3.0,0.9,3.3,2.8,3.1,22.1,138,108,23.4,.733,.007,.746,12.7,25.7,19.4,9.2,0.9,6.0,15.6,16.0,2.0,0.8,2.8,.233,2.4,1.1,3.5,0.8
JarrettAllen_2021_BRK,JarrettAllen,C,22,BRK,12,5,26.7,3.7,5.4,.677,0.0,0.0,0.0,3.7,5.4,.677,.677,3.8,5.1,.754,3.2,7.3,10.4,1.7,0.6,1.6,1.8,1.8,11.2,2021,5.0,7.3,0.0,0.0,5.0,7.3,5.2,6.9,4.3,9.8,14.1,2.3,0.8,2.1,2.5,2.4,15.1,6.5,9.6,0.0,0.0,6.5,9.6,6.8,9.0,5.6,12.8,18.4,2.9,1.0,2.8,3.2,3.1,19.7,135,109,21.4,.730,.000,.938,14.1,28.0,21.5,8.2,1.0,4.9,19.3,15.3,1.0,0.4,1.4,.213,1.3,0.6,1.9,0.3
JarrettAllen_2021_CLE,JarrettAllen,C,22,CLE,10,1,24.8,4.7,6.9,.681,0.1,0.1,1.000,4.6,6.8,.676,.688,3.2,3.9,.821,2.5,5.0,7.5,1.6,0.4,2.0,1.1,1.6,12.7,2021,6.8,10.0,0.1,0.1,6.7,9.9,4.6,5.7,3.6,7.3,10.9,2.3,0.6,2.9,1.6,2.3,18.4,9.4,13.7,0.2,0.2,9.2,13.5,6.4,7.8,5.0,9.9,14.9,3.2,0.8,4.0,2.2,3.2,25.3,142,107,25.9,.737,.014,.565,10.9,22.8,16.7,10.4,0.8,7.4,11.3,17.0,1.0,0.4,1.3,.259,3.8,1.6,5.5,0.5
KyleAnderson_2021_MEM,KyleAnderson,PF,27,MEM,17,17,28.1,4.4,10.4,.426,1.4,3.9,.343,3.1,6.4,.477,.491,1.9,2.5,.762,1.0,5.9,6.9,3.8,0.7,0.6,1.8,1.9,12.1,2021,5.7,13.3,1.7,5.1,3.9,8.2,2.4,3.2,1.3,7.5,8.8,4.8,0.9,0.8,2.3,2.4,15.5,7.5,17.6,2.3,6.7,5.2,10.9,3.2,4.2,1.7,10.0,11.7,6.4,1.2,1.1,3.0,3.2,20.5,106,108,14.0,.527,.381,.239,3.8,22.7,13.1,18.5,1.2,2.1,13.4,19.9,0.2,0.6,0.8,.084,-0.4,0.1,-0.4,0.2
GiannisAntetokounmpo_2021_MIL,GiannisAntetokounmpo,PF,26,MIL,21,21,32.9,10.1,18.0,.562,1.1,4.0,.282,9.0,13.9,.644,.594,6.0,9.8,.610,1.8,9.4,11.2,5.9,1.1,1.2,3.8,3.1,27.3,2021,11.1,19.7,1.3,4.4,9.8,15.2,6.5,10.7,1.9,10.3,12.3,6.4,1.2,1.4,4.1,3.4,29.9,14.5,25.7,1.6,5.8,12.8,19.9,8.5,14.0,2.5,13.5,16.0,8.4,1.6,1.8,5.4,4.4,39.1,117,106,27.4,.613,.225,.544,5.8,29.1,17.8,27.9,1.6,3.4,14.5,32.9,2.0,1.2,3.1,.217,4.6,1.7,6.3,1.5
KostasAntetokounmpo_2021_LAL,KostasAntetokounmpo,PF,23,LAL,1,0,8.0,0.0,2.0,.000,0.0,0.0,0.0,0.0,2.0,.000,.000,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,2021,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,9.0,9.0,4.5,0.0,0.0,12.1,0.0,0.0,0.0,12.1,0.0,0.0,0.0,24.2,24.2,0.0,0.0,12.1,12.1,6.1,0.0,0,84,-9.1,.000,.000,.000,0.0,53.7,27.7,0.0,0.0,21.0,50.0,21.6,-0.1,0.0,-0.1,-0.405,-19.3,2.0,-17.3,0.0
ThanasisAntetokounmpo_2021_MIL,ThanasisAntetokounmpo,SF,28,MIL,15,0,9.6,1.1,1.7,.654,0.1,0.5,.286,1.0,1.3,.789,.692,0.1,0.2,.667,0.9,1.2,2.1,1.0,0.3,0.2,1.0,1.6,2.5,2021,4.2,6.5,0.5,1.7,3.7,4.7,0.5,0.7,3.2,4.5,7.7,3.7,1.2,0.7,3.7,6.0,9.5,5.6,8.5,0.7,2.3,4.9,6.2,0.7,1.0,4.2,5.9,10.1,4.9,1.6,1.0,4.9,7.8,12.4,110,111,10.5,.695,.269,.115,9.8,12.7,11.3,12.6,1.6,1.9,35.4,12.2,0.1,0.2,0.2,.082,-3.2,0.2,-3.0,0.0
CarmeloAnthony_2021_POR,CarmeloAnthony,PF,36,POR,20,3,25.8,4.3,11.1,.385,1.5,4.3,.353,2.8,6.8,.404,.452,2.6,3.0,.864,0.5,3.2,3.6,1.4,1.0,0.7,0.9,2.0,12.6,2021,5.9,15.4,2.1,5.9,3.8,9.5,3.6,4.1,0.6,4.4,5.0,1.9,1.3,1.0,1.3,2.8,17.5,7.9,20.6,2.8,7.9,5.1,12.7,4.8,5.5,0.8,5.9,6.7,2.5,1.8,1.3,1.7,3.7,23.4,105,116,13.1,.508,.385,.267,1.8,13.7,7.4,7.6,1.8,2.6,6.8,21.9,0.2,0.3,0.4,.040,-1.7,-1.6,-3.3,-0.2
ColeAnthony_2021_ORL,ColeAnthony,PG,20,ORL,23,15,27.1,4.1,10.7,.382,1.1,3.4,.333,3.0,7.3,.405,.435,2.0,2.4,.836,0.8,3.7,4.5,3.9,0.7,0.4,2.0,2.2,11.3,2021,5.4,14.2,1.5,4.5,3.9,9.7,2.7,3.2,1.0,5.0,6.0,5.1,0.9,0.5,2.7,2.9,15.0,7.3,19.1,2.0,6.1,5.3,13.1,3.6,4.3,1.4,6.7,8.1,6.9,1.2,0.7,3.7,3.9,20.2,98,113,10.8,.481,.317,.224,2.9,15.1,8.8,21.7,1.2,1.3,14.8,21.6,-0.3,0.5,0.1,.011,-2.8,-1.0,-3.8,-0.3
OGAnunoby_2021_TOR,OGAnunoby,SF,23,TOR,17,17,34.8,5.1,10.4,.486,2.5,5.7,.433,2.6,4.7,.550,.605,2.1,2.8,.745,1.6,4.2,5.8,1.6,2.1,0.5,1.8,2.9,14.6,2021,5.2,10.8,2.6,5.9,2.7,4.9,2.1,2.9,1.6,4.4,6.0,1.6,2.1,0.5,1.8,3.0,15.1,7.0,14.3,3.4,7.9,3.6,6.5,2.8,3.8,2.2,5.8,8.0,2.2,2.8,0.7,2.4,4.0,20.2,116,109,14.7,.630,.548,.266,4.8,13.8,9.1,6.7,2.8,1.5,13.2,16.4,0.7,0.7,1.5,.121,0.2,0.8,1.0,0.5
RyanArcidiacono_2021_CHI,RyanArcidiacono,PG,26,CHI,5,0,13.0,1.6,4.0,.400,1.2,2.6,.462,0.4,1.4,.286,.550,0.8,1.0,.800,0.0,2.4,2.4,2.4,0.4,0.0,0.4,1.4,5.2,2021,4.4,11.1,3.3,7.2,1.1,3.9,2.2,2.8,0.0,6.6,6.6,6.6,1.1,0.0,1.1,3.9,14.4,5.7,14.3,4.3,9.3,1.4,5.0,2.9,3.6,0.0,8.6,8.6,8.6,1.4,0.0,1.4,5.0,18.6,126,114,14.5,.586,.650,.250,0.0,20.3,10.3,24.5,1.4,0.0,8.3,15.7,0.1,0.0,0.2,.146,-0.2,0.9,0.6,0.0
DJAugustin_2021_MIL,DJAugustin,PG,33,MIL,21,0,17.0,1.8,5.0,.352,1.3,3.2,.403,0.5,1.8,.263,.481,1.1,1.2,.960,0.4,0.9,1.3,2.7,0.4,0.0,0.9,0.5,6.0,2021,3.7,10.6,2.7,6.8,1.0,3.8,2.4,2.5,0.9,1.9,2.8,5.7,0.9,0.0,1.8,1.1,12.6,4.9,13.8,3.6,8.8,1.3,5.0,3.2,3.3,1.2,2.5,3.7,7.5,1.2,0.0,2.4,1.4,16.5,117,115,11.4,.539,.638,.238,2.7,5.4,4.1,19.0,1.2,0.0,13.4,15.6,0.5,0.2,0.7,.095,-0.1,-1.7,-1.8,0.0
DeniAvdija_2021_WAS,DeniAvdija,SF,20,WAS,15,15,22.9,2.7,5.7,.477,1.4,3.1,.447,1.3,2.6,.513,.599,0.4,0.6,.667,0.5,3.7,4.2,1.8,0.9,0.3,0.6,2.6,7.3,2021,4.3,9.0,2.2,4.9,2.1,4.1,0.6,0.9,0.8,5.8,6.6,2.8,1.4,0.4,0.9,4.1,11.4,5.5,11.6,2.8,6.3,2.7,5.3,0.8,1.2,1.1,7.4,8.5,3.6,1.8,0.5,1.2,5.3,14.7,120,116,11.5,.606,.547,.105,2.4,18.2,9.9,10.5,1.8,1.0,9.1,11.9,0.4,0.2,0.6,.083,-1.2,-0.3,-1.4,0.1
DeandreAyton_2021_PHO,DeandreAyton,C,22,PHO,21,21,31.9,6.0,10.7,.563,0.1,0.6,.167,5.9,10.1,.585,.567,1.8,2.5,.712,3.8,9.0,12.8,1.9,0.4,1.0,2.2,3.4,13.9,2021,6.8,12.1,0.1,0.6,6.7,11.4,2.0,2.8,4.3,10.2,14.4,2.2,0.4,1.2,2.5,3.9,15.7,9.3,16.5,0.1,0.9,9.1,15.6,2.7,3.8,5.8,13.9,19.8,2.9,0.6,1.6,3.4,5.3,21.5,113,105,17.5,.589,.054,.232,13.2,30.5,22.0,9.4,0.6,2.9,15.7,19.5,0.9,1.2,2.0,.144,-0.7,0.0,-0.7,0.2
UdokaAzubuike_2021_UTA,UdokaAzubuike,C,21,UTA,12,0,4.1,0.3,0.6,.571,0.0,0.0,0.0,0.3,0.6,.571,.571,0.3,0.5,.667,0.3,0.8,1.1,0.0,0.1,0.3,0.3,0.7,1.0,2021,2.9,5.1,0.0,0.0,2.9,5.1,2.9,4.4,2.9,6.6,9.6,0.0,0.7,2.9,2.2,5.9,8.8,4.0,7.0,0.0,0.0,4.0,7.0,4.0,6.0,4.0,9.0,13.0,0.0,1.0,4.0,3.0,8.0,12.0,108,104,10.7,.622,.000,.857,9.1,18.4,14.0,0.0,1.0,6.5,23.7,11.1,0.0,0.1,0.1,.109,-5.5,1.2,-4.3,0.0
DwayneBacon_2021_ORL,DwayneBacon,SG,25,ORL,23,14,23.2,3.7,9.0,.415,0.8,2.3,.340,3.0,6.7,.442,.459,1.3,1.7,.744,0.3,2.8,3.1,1.0,0.7,0.1,0.7,1.7,9.5,2021,5.8,14.0,1.2,3.6,4.6,10.4,2.0,2.6,0.5,4.3,4.9,1.5,1.0,0.1,1.1,2.6,14.8,7.8,18.8,1.6,4.8,6.2,14.0,2.6,3.5,0.7,5.8,6.5,2.0,1.4,0.2,1.5,3.5,19.9,99,114,9.3,.488,.256,.188,1.5,13.1,7.1,6.4,1.4,0.3,6.7,19.2,-0.2,0.4,0.2,.018,-3.8,-1.4,-5.2,-0.4
MarvinBagleyIII_2021_SAC,MarvinBagleyIII,PF,21,SAC,21,21,25.5,5.2,11.0,.476,1.0,2.8,.362,4.2,8.2,.514,.522,1.4,3.0,.484,2.2,5.4,7.6,0.9,0.5,0.5,1.6,2.7,12.9,2021,7.4,15.5,1.4,3.9,6.0,11.6,2.0,4.2,3.1,7.6,10.7,1.3,0.7,0.7,2.2,3.8,18.2,9.9,20.7,1.9,5.2,8.0,15.5,2.7,5.6,4.1,10.1,14.3,1.7,0.9,1.0,3.0,5.1,24.3,102,117,13.7,.525,.251,.268,9.3,23.5,16.3,5.4,0.9,1.8,11.3,23.2,0.0,0.2,0.2,.015,-2.1,-3.0,-5.1,-0.4
LaMeloBall_2021_CHO,LaMeloBall,PG,19,CHO,23,3,26.5,5.0,11.4,.437,1.5,4.6,.330,3.5,6.8,.510,.504,2.1,2.7,.787,1.5,4.3,5.8,6.0,1.4,0.3,2.5,2.6,13.6,2021,6.8,15.5,2.1,6.3,4.7,9.3,2.8,3.6,2.0,5.9,7.9,8.2,1.9,0.5,3.4,3.5,18.5,9.1,20.9,2.8,8.4,6.3,12.5,3.8,4.8,2.7,7.9,10.6,11.0,2.6,0.6,4.6,4.8,24.8,110,110,18.1,.540,.403,.232,5.8,18.2,11.8,35.4,2.6,1.3,16.7,24.3,0.7,0.7,1.4,.110,1.6,1.1,2.7,0.7
LonzoBall_2021_NOP,LonzoBall,PG,23,NOP,18,18,30.6,5.1,12.2,.416,2.6,7.4,.353,2.4,4.8,.512,.523,0.6,0.9,.625,0.4,3.8,4.2,4.5,1.4,0.6,2.2,2.5,13.3,2021,5.9,14.3,3.1,8.7,2.9,5.6,0.7,1.0,0.5,4.4,4.9,5.3,1.6,0.7,2.6,2.9,15.6,8.0,19.2,4.1,11.7,3.9,7.6,0.9,1.4,0.6,6.0,6.6,7.1,2.2,0.9,3.5,4.0,21.0,104,112,12.8,.529,.607,.073,1.4,13.4,7.4,21.4,2.2,1.9,15.0,20.5,0.1,0.5,0.6,.054,-0.9,0.2,-0.7,0.2
MoBamba_2021_ORL,MoBamba,C,22,ORL,8,0,5.9,1.9,3.4,.556,0.4,1.1,.333,1.5,2.3,.667,.611,0.3,0.4,.667,0.9,1.8,2.6,0.3,0.0,0.4,0.4,1.4,4.4,2021,11.5,20.7,2.3,6.9,9.2,13.8,1.5,2.3,5.4,10.7,16.1,1.5,0.0,2.3,2.3,8.4,26.8,15.5,27.8,3.1,9.3,12.4,18.6,2.1,3.1,7.2,14.4,21.7,2.1,0.0,3.1,3.1,11.3,36.1,117,109,25.5,.618,.333,.111,15.0,32.6,23.5,8.7,0.0,5.8,9.6,28.3,0.1,0.1,0.2,.170,2.9,0.2,3.0,0.1
DesmondBane_2021_MEM,DesmondBane,SG,22,MEM,17,0,22.6,3.6,7.4,.496,1.9,3.8,.508,1.7,3.5,.483,.628,0.7,0.9,.800,0.4,2.4,2.8,1.5,0.6,0.1,1.1,1.9,9.9,2021,5.8,11.7,3.1,6.1,2.7,5.6,1.1,1.4,0.7,3.7,4.4,2.3,0.9,0.2,1.7,3.1,15.8,7.7,15.5,4.1,8.1,3.6,7.5,1.5,1.9,0.9,5.0,5.8,3.1,1.2,0.2,2.2,4.1,21.0,115,112,12.5,.642,.520,.120,1.9,11.3,6.5,9.0,1.2,0.5,12.0,16.5,0.4,0.4,0.8,.099,-0.8,-0.7,-1.6,0.0
HarrisonBarnes_2021_SAC,HarrisonBarnes,PF,28,SAC,21,21,35.6,5.7,11.5,.498,1.8,4.4,.413,3.9,7.1,.550,.577,4.0,4.6,.865,1.0,5.1,6.2,3.6,0.7,0.2,1.5,1.1,17.2,2021,5.8,11.6,1.8,4.4,4.0,7.2,4.0,4.6,1.1,5.2,6.3,3.6,0.7,0.2,1.5,1.1,17.4,7.7,15.5,2.4,5.9,5.3,9.6,5.3,6.2,1.4,6.9,8.4,4.8,1.0,0.3,2.1,1.5,23.2,127,120,17.2,.637,.382,.398,3.2,16.1,9.5,14.3,1.0,0.6,10.2,18.0,1.9,0.0,1.9,.122,2.4,-1.4,1.1,0.6
RJBarrett_2021_NYK,RJBarrett,SG,20,NYK,23,23,35.8,6.7,15.5,.434,1.0,3.7,.271,5.7,11.8,.485,.466,3.3,4.4,.745,1.3,5.2,6.6,3.2,0.7,0.2,2.0,2.6,17.8,2021,6.8,15.6,1.0,3.7,5.8,11.9,3.3,4.5,1.4,5.2,6.6,3.2,0.7,0.2,2.0,2.6,17.9,9.5,21.8,1.4,5.2,8.1,16.6,4.6,6.2,1.9,7.3,9.2,4.5,1.0,0.3,2.7,3.7,24.9,104,111,13.6,.509,.238,.286,4.0,15.1,9.6,14.9,1.0,0.6,10.1,23.9,0.2,0.9,1.0,.061,-1.4,-0.6,-1.9,0.0
WillBarton_2021_DEN,WillBarton,SF,30,DEN,21,17,28.8,4.0,9.7,.417,1.5,4.0,.386,2.5,5.8,.438,.495,1.3,1.8,.737,0.5,3.3,3.9,3.1,0.8,0.5,1.3,1.8,11.0,2021,5.1,12.1,1.9,4.9,3.2,7.2,1.7,2.3,0.7,4.2,4.8,3.9,1.0,0.7,1.6,2.3,13.7,6.9,16.7,2.6,6.8,4.3,9.9,2.3,3.1,0.9,5.7,6.6,5.4,1.4,0.9,2.2,3.1,18.8,109,114,11.7,.521,.407,.186,2.1,13.3,7.7,14.9,1.4,1.8,10.9,17.7,0.4,0.4,0.8,.066,-0.8,-1.3,-2.1,0.0
KeitaBatesDiop_2021_SAS,KeitaBatesDiop,SF,25,SAS,6,0,2.5,0.0,0.8,.000,0.0,0.3,.000,0.0,0.5,.000,.000,0.3,0.3,1.000,0.0,0.2,0.2,0.3,0.0,0.0,0.0,0.0,0.3,2021,0.0,12.0,0.0,4.8,0.0,7.2,4.8,4.8,0.0,2.4,2.4,4.8,0.0,0.0,0.0,0.0,4.8,0.0,15.9,0.0,6.4,0.0,9.6,6.4,6.4,0.0,3.2,3.2,6.4,0.0,0.0,0.0,0.0,6.4,57,118,-2.7,.170,.400,.400,0.0,7.1,3.4,15.3,0.0,0.0,0.0,16.8,-0.1,0.0,-0.1,-0.196,-9.0,-6.2,-15.2,0.0
NicolasBatum_2021_LAC,NicolasBatum,SF,32,LAC,23,23,29.7,3.6,7.1,.506,2.3,4.8,.468,1.3,2.3,.585,.665,1.0,1.1,.846,1.0,3.8,4.8,2.4,1.2,0.3,0.7,1.9,10.4,2021,4.4,8.6,2.7,5.9,1.6,2.8,1.2,1.4,1.2,4.6,5.8,2.9,1.4,0.3,0.9,2.3,12.7,6.0,11.9,3.8,8.0,2.2,3.8,1.6,1.9,1.6,6.4,8.0,4.0,2.0,0.4,1.2,3.1,17.4,136,111,15.3,.684,.677,.159,3.8,14.3,9.2,10.8,2.0,0.8,8.8,12.5,1.7,0.7,2.4,.170,1.9,0.1,2.0,0.7
AronBaynes_2021_TOR,AronBaynes,C,34,TOR,19,19,18.5,2.4,5.8,.409,0.6,2.4,.239,1.8,3.4,.531,.459,0.2,0.2,.750,1.5,4.2,5.7,0.7,0.3,0.4,0.7,2.5,5.5,2021,4.6,11.3,1.1,4.7,3.5,6.5,0.3,0.4,2.9,8.2,11.0,1.3,0.5,0.7,1.4,4.8,10.6,6.1,15.0,1.5,6.3,4.6,8.7,0.4,0.5,3.8,10.9,14.7,1.8,0.7,1.0,1.9,6.4,14.2,98,111,8.5,.465,.418,.036,8.4,25.8,16.7,5.3,0.7,2.0,11.1,15.2,-0.1,0.4,0.3,.035,-4.3,-1.6,-5.9,-0.4
KentBazemore_2021_GSW,KentBazemore,SF,31,GSW,20,0,15.3,1.9,3.8,.500,0.8,1.8,.444,1.1,2.0,.550,.605,0.7,0.9,.765,0.4,2.7,3.1,1.7,0.9,0.6,1.1,2.1,5.3,2021,4.5,9.0,1.9,4.2,2.6,4.7,1.5,2.0,0.9,6.3,7.2,4.0,2.0,1.3,2.5,5.0,12.4,5.8,11.6,2.4,5.5,3.4,6.1,2.0,2.6,1.2,8.1,9.3,5.2,2.6,1.7,3.2,6.4,16.0,110,106,13.1,.629,.474,.224,2.8,17.8,10.4,15.3,2.6,3.3,20.1,14.4,0.2,0.5,0.7,.112,-1.8,2.6,0.7,0.2
DariusBazley_2021_OKC,DariusBazley,PF,20,OKC,21,21,30.1,4.3,10.7,.400,1.4,5.1,.280,2.9,5.6,.508,.467,1.5,2.0,.744,0.6,6.8,7.4,1.5,0.4,0.8,1.8,1.1,11.5,2021,5.1,12.8,1.7,6.1,3.4,6.7,1.8,2.4,0.7,8.1,8.8,1.8,0.5,1.0,2.1,1.3,13.8,6.7,16.8,2.2,8.0,4.5,8.8,2.4,3.2,0.9,10.7,11.6,2.4,0.6,1.3,2.8,1.7,18.1,91,111,9.6,.496,.476,.191,2.0,23.1,12.7,7.6,0.6,2.3,13.2,19.3,-0.8,0.7,-0.1,-0.007,-3.3,-1.1,-4.5,-0.4
BradleyBeal_2021_WAS,BradleyBeal,SG,27,WAS,18,18,35.6,11.8,24.9,.472,2.6,7.6,.346,9.2,17.4,.527,.524,7.1,8.1,.877,1.5,3.5,5.0,4.6,1.3,0.6,3.2,2.6,33.3,2021,11.9,25.3,2.6,7.7,9.3,17.6,7.2,8.2,1.5,3.5,5.1,4.6,1.4,0.6,3.3,2.6,33.7,15.3,32.4,3.4,9.8,11.9,22.6,9.2,10.5,1.9,4.5,6.5,5.9,1.7,0.8,4.2,3.4,43.2,113,117,24.8,.584,.303,.325,4.3,11.2,7.6,23.8,1.7,1.5,10.2,36.9,1.4,0.2,1.7,.125,6.1,-1.7,4.4,1.0
